Deployment Name,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Date,01-09-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,30-09-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generation Date&Time,23-12-2025, 05:34:26 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier ,Receiver ,Receiver Kitchen ,Date,Expected Delivery,Indent Number ,Status ,Item Code ,HSN Code ,Item Name ,Category Code ,Category Name ,Super Category Code ,Super Category Name ,Unit ,UnitPrice,Margin Percentage,IndentPrice,Requested Qty ,Tax ,SubTotal ,Amount ,Comment ,Supplied Date ,Supplied Qty ,Tax ,SubTotal ,Amount ,Comment ,Dispatch Number ,Received Date ,Received Qty ,Tax ,SubTotal ,Amount ,Comment ,Directly Issued ,Suspicious Qty ,Suspicious Amount ,Reuse Qty ,Reuse Amount ,Wastage Qty ,Wastage Amount ,Item Status 
Warehouse NCR,Coffee Island - Amanora Mall,-,02-09-2025,06-09-2025,IN3,Received,CNC0000004,,Salad Plate,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS..,183,-,183,24,527.04,4392.01,4919.05,-,02-09-2025,0,-,0,0,-,110,11-09-2025,0,-,0,0,missing stock,No,0,0,0,0,24,4392.01,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Amanora Mall,-,02-09-2025,06-09-2025,IN3,Received,RAW0000045,,Sauce - Chocolate,CT_49,RM BEVERAGES - SYRUP/SAUCE,-,RAW MATERIAL,BTL(1L/1300GM),170,-,170,4,122.4,680,802.4,-,02-09-2025,4,122.4,680,802.4,-,110,11-09-2025,4,122.4,680,802.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Amanora Mall,-,02-09-2025,06-09-2025,IN3,Received,CNC0000017,,Tea Spoon,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,25,-,25,20,90,500,590,-,02-09-2025,20,90,500,590,-,110,11-09-2025,20,90,500,590,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Amanora Mall,-,02-09-2025,06-09-2025,IN3,Received,PKG0000008,,Yellow Carry Bag Large - Ci,CT_21,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,10.2,-,10.2,300,550.8,3060,3610.8,-,02-09-2025,300,550.8,3060,3610.8,-,110,11-09-2025,300,550.8,3060,3610.8,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Amanora Mall,-,02-09-2025,06-09-2025,IN3,Received,PKG0000007,,Yellow Carry Bag Medium - Ci,CT_21,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,8.61,-,8.61,300,464.94,2583,3047.94,-,02-09-2025,300,464.94,2583,3047.94,-,110,11-09-2025,300,464.94,2583,3047.94,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Amanora Mall,-,02-09-2025,06-09-2025,IN3,Received,PKG0000006,,Yellow Carry Bag Small - Ci,CT_21,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,7.5,-,7.5,200,270,1500,1770,-,02-09-2025,200,270,1500,1770,-,110,11-09-2025,200,270,1500,1770,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-09-2025,04-09-2025,IN25,Received,RAW0000001,,Beans - Master Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,798.33,-,798.33,5,199.58,3991.65,4191.23,-,03-09-2025,5,199.58,3991.65,4191.23,-,113,05-09-2025,5,199.58,3991.65,4191.23,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-09-2025,04-09-2025,IN25,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,768.33,-,768.33,20,768.33,15366.6,16134.93,-,03-09-2025,20,768.33,15366.6,16134.93,-,113,05-09-2025,20,768.33,15366.6,16134.93,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-09-2025,04-09-2025,IN25,Received,CNC0000031,,CI Branded Hand Cut 12OZ Glass,CT_17,GLASSWARE,-,CROCKERY & CUTLERY,PCS,234,-,234,12,505.44,2808,3313.44,-,03-09-2025,12,505.44,2808,3313.44,-,113,05-09-2025,12,505.44,2808,3313.44,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-09-2025,04-09-2025,IN25,Received,PKG0000001,,Disposable - Cutlery Sleeve,CT_18,DISPOSABLE CUTLERY - CUTLERY POUCH,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.1,-,1.1,1000,198,1100,1298,-,03-09-2025,1000,198,1100,1298,-,113,05-09-2025,1000,198,1100,1298,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-09-2025,04-09-2025,IN25,Received,PKG0000018,,Disposable - Lid (Hot) 08Oz,CT_23,DISPOSABLE PACKAGING - BEVERAGES - LIDS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,2.3,-,2.3,200,82.8,460,542.8,-,03-09-2025,200,82.8,460,542.8,-,113,05-09-2025,200,82.8,460,542.8,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-09-2025,04-09-2025,IN25,Received,PKG0000012,,Disposable - Paper Cup 08Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.7,-,4.7,200,169.2,940,1109.2,-,03-09-2025,200,169.2,940,1109.2,-,113,05-09-2025,200,169.2,940,1109.2,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island Beyond GK II,-,02-09-2025,04-09-2025,IN25,Received,PKG0000026,,Disposable - Square Box,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,7.3,-,7.3,200,175.2,1459.99,1635.19,-,03-09-2025,200,175.2,1459.991371,1635.19,-,113,05-09-2025,200,175.2,1459.99,1635.19,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000004,,Beans - Ethiopian Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,1063.33,-,1063.33,5,265.83,5316.65,5582.48,-,02-09-2025,5,265.83,5316.65,5582.48,-,109,10-09-2025,5,265.83,5316.65,5582.48,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000005,,Beans - Ethiopian Single Estate,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,3013.33,-,3013.33,4.5,678,13559.99,14237.99,-,02-09-2025,4.5,678,13559.985,14237.99,-,109,10-09-2025,4.5,678,13559.99,14237.99,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000003,,Beans - Kenya Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,1093.33,-,1093.33,5,273.33,5466.65,5739.98,-,02-09-2025,5,273.33,5466.65,5739.98,-,109,10-09-2025,5,273.33,5466.65,5739.98,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000006,,Beans - Kenya Single Estate,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,3463.33,-,3463.33,5,865.83,17316.65,18182.48,-,02-09-2025,5,865.83,17316.65,18182.48,-,109,10-09-2025,5,865.83,17316.65,18182.48,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000001,,Beans - Master Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,798.33,-,798.33,20,798.33,15966.6,16764.93,-,02-09-2025,20,798.33,15966.6,16764.93,-,109,10-09-2025,20,798.33,15966.6,16764.93,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000002,,Beans - Volcano Blend,CT_43,RM BEVERAGES - BEANS,-,RAW MATERIAL,KG,768.33,-,768.33,25,960.41,19208.25,20168.66,-,02-09-2025,25,960.41,19208.25,20168.66,-,109,10-09-2025,25,960.41,19208.25,20168.66,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000034,,Chocolate Powder - 0% Sugar,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,1039,-,1039,8,1496.16,8312,9808.16,-,02-09-2025,8,1496.16,8312,9808.16,-,109,10-09-2025,8,1496.16,8312,9808.16,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000025,,Chocolate Powder - Hot,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,785,-,785,10,1413,7850,9263,-,02-09-2025,10,1413,7850,9263,-,109,10-09-2025,10,1413,7850,9263,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000031,,CI Branded Hand Cut 12OZ Glass,CT_17,GLASSWARE,-,CROCKERY & CUTLERY,PCS,234,-,234,24,1010.88,5616,6626.88,-,02-09-2025,24,1010.88,5616,6626.88,-,109,10-09-2025,24,1010.88,5616,6626.88,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000032,,CI Branded Hand Cut 16OZ Glass,CT_17,GLASSWARE,-,CROCKERY & CUTLERY,PCS,248,-,248,24,1071.36,5952,7023.36,-,02-09-2025,24,1071.36,5952,7023.36,-,109,10-09-2025,24,1071.36,5952,7023.36,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000034,,Coffee Island Bag Sealing Sticker,-,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,3,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.05,-,1.05,1000,189,1050,1239,-,02-09-2025,1000,189,1050,1239,-,109,10-09-2025,1000,189,1050,1239,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000035,,Coffee Island Coin Sticker,-,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,3,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.27,-,1.27,530,121.16,673.1,794.26,-,02-09-2025,530,121.16,673.1,794.26,-,109,10-09-2025,530,121.16,673.1,794.26,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000037,,Coffee Island Milk Variant Sticker,-,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,3,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.75,-,0.75,525,70.88,393.75,464.63,-,02-09-2025,525,70.88,393.75,464.63,-,109,10-09-2025,525,70.88,393.75,464.63,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000036,,Coffee Island MRD Sticker,-,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,3,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.44,-,0.44,1000,79.2,440,519.2,-,02-09-2025,1000,79.2,440,519.2,-,109,10-09-2025,1000,79.2,440,519.2,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000043,,Coffee Powder - Coffeeccino,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,790,-,790,10,1422,7900,9322,-,02-09-2025,10,1422,7900,9322,-,109,10-09-2025,10,1422,7900,9322,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CAP0000450,,Crisp Basket for RTE,CT_13,SMALLWARE,-,CAPEX,PCS,750,-,750,2,180,1500,1680,-,02-09-2025,2,180,1500,1680,-,109,10-09-2025,2,180,1500,1680,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000006,,Cup And Saucer Set - 04Oz,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS..,255,-,255,15,459,3825,4284,-,02-09-2025,12,367.2,3060,3427.2,-,109,10-09-2025,12,367.2,3060,3427.2,Short Receiving,No,0,0,0,0,3,765,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000008,,Cup And Saucer Set - 08Oz,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS..,298,-,298,24,858.24,7152,8010.24,-,02-09-2025,20,715.2,5960,6675.2,-,109,10-09-2025,20,715.2,5960,6675.2,Short Receiving,No,0,0,0,0,4,1192,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000009,,Cup And Saucer Set - 12Oz,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS..,312,-,312,15,561.6,4680,5241.6,-,02-09-2025,3,112.32,936,1048.32,-,109,10-09-2025,3,112.32,936,1048.32,Short Receiving,No,0,0,0,0,12,3744,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000018,,Demitasse Spoon,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,31.47,-,31.47,15,84.97,472.05,557.02,-,02-09-2025,15,84.97,472.05,557.02,-,109,10-09-2025,15,84.97,472.05,557.02,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000016,,Dinner Fork,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,38.75,-,38.75,30,209.25,1162.5,1371.75,-,02-09-2025,30,209.25,1162.5,1371.75,-,109,10-09-2025,30,209.25,1162.5,1371.75,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000014,,Dinner Knife,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,67.92,-,67.92,30,366.77,2037.6,2404.37,-,02-09-2025,30,366.77,2037.6,2404.37,-,109,10-09-2025,30,366.77,2037.6,2404.37,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000007,,Dinner Plate,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS..,278,-,278,18,600.48,5004,5604.48,-,02-09-2025,18,600.48,5004,5604.48,-,109,10-09-2025,18,600.48,5004,5604.48,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000015,,Dinner Spoon,CT_16,CUTLERY,-,CROCKERY & CUTLERY,PCS..,38.75,-,38.75,30,209.25,1162.5,1371.75,-,02-09-2025,30,209.25,1162.5,1371.75,-,109,10-09-2025,30,209.25,1162.5,1371.75,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,CNC0000010,,Dip Bowl,CT_15,CROCKERY,-,CROCKERY & CUTLERY,PCS..,117,-,117,12,168.48,1404,1572.48,-,02-09-2025,11,154.44,1287,1441.44,-,109,10-09-2025,11,154.44,1287,1441.44,Short Receiving,No,0,0,0,0,1,117,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000009,,Disposable - Cup Holder,CT_22,DISPOSABLE PACKAGING - ACCESSORIES - CUP HOLDER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.8,-,1.8,1500,486.01,2700.04,3186.05,-,02-09-2025,1500,486.01,2700.040907,3186.05,-,109,10-09-2025,1500,486.01,2700.04,3186.05,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000001,,Disposable - Cutlery Sleeve,CT_18,DISPOSABLE CUTLERY - CUTLERY POUCH,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.1,-,1.1,200,39.6,220,259.6,-,02-09-2025,200,39.6,220,259.6,-,109,10-09-2025,200,39.6,220,259.6,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,KIA0000010,,Disposable - Dip Container,CT_34,DISPENSING ACCESSORIES,-,KITCHEN ACCESSORIES,PCS,1.96,-,1.96,100,23.52,196,219.52,-,02-09-2025,100,23.52,196,219.52,-,109,10-09-2025,100,23.52,196,219.52,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000016,,Disposable - Lid (Cold) 12Oz - Dome,CT_23,DISPOSABLE PACKAGING - BEVERAGES - LIDS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,3.15,-,3.15,2000,1134,6300,7434,-,02-09-2025,800,453.6,2520,2973.6,-,109,10-09-2025,800,453.6,2520,2973.6,Short Receiving,No,0,0,0,0,1200,3780,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000018,,Disposable - Lid (Hot) 08Oz,CT_23,DISPOSABLE PACKAGING - BEVERAGES - LIDS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,2.3,-,2.3,1250,517.5,2875,3392.5,-,02-09-2025,1250,517.5,2875,3392.5,-,109,10-09-2025,1250,517.5,2875,3392.5,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000017,,Disposable - Lid (Hot) 12Oz,CT_23,DISPOSABLE PACKAGING - BEVERAGES - LIDS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,3.95,-,3.95,1250,888.75,4937.5,5826.25,-,02-09-2025,1250,888.75,4937.5,5826.25,-,109,10-09-2025,1250,888.75,4937.5,5826.25,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000029,,Disposable - Paper Bowl (1000Ml),CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,7.5,-,7.5,700,945,5250,6195,-,02-09-2025,700,945,5250,6195,-,109,10-09-2025,700,945,5250,6195,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000012,,Disposable - Paper Cup 08Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.7,-,4.7,800,676.8,3760,4436.8,-,02-09-2025,500,423,2350,2773,-,109,10-09-2025,500,423,2350,2773,Short Receiving,No,0,0,0,0,300,1410,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000013,,Disposable - Paper Cup 12Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.97,-,4.97,1000,894.6,4970,5864.6,-,02-09-2025,1000,894.6,4970,5864.6,-,109,10-09-2025,1000,894.6,4970,5864.6,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000014,,Disposable - Paper Cup 16Oz,CT_25,DISPOSABLE PACKAGING - BEVERAGES - CUPS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,5.95,-,5.95,800,856.8,4760,5616.8,-,02-09-2025,800,856.8,4760,5616.8,-,109,10-09-2025,800,856.8,4760,5616.8,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000025,,Disposable - Rectangular Box,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,6.45,-,6.45,500,387,3225.02,3612.02,-,02-09-2025,500,387,3225.020935,3612.02,-,109,10-09-2025,500,387,3225.02,3612.02,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000011,,Disposable - Sealing Foil,CT_24,DISPOSABLE PACKAGING - BEVERAGES - CUP SEALING FOIL,-,DISPOSABLE TAKE AWAY PACKAGING,PCS..,1.1,-,1.1,2000,396,2199.98,2595.98,-,02-09-2025,2000,396,2199.980002,2595.98,-,109,10-09-2025,2000,396,2199.98,2595.98,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000027,,Disposable - Sleeve For Wrap,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,4.03,-,4.03,300,217.62,1209,1426.62,-,02-09-2025,300,217.62,1209,1426.62,-,109,10-09-2025,300,217.62,1209,1426.62,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000026,,Disposable - Square Box,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,7.3,-,7.3,400,350.4,2919.98,3270.38,-,02-09-2025,400,350.4,2919.982742,3270.38,-,109,10-09-2025,400,350.4,2919.98,3270.38,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000023,,Disposable - Stirrer,CT_27,DISPOSABLE PACKAGING - BEVERAGES - WOODEN STIRRER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS..,0.11,-,0.11,1000,19.8,110,129.8,-,02-09-2025,1000,19.8,110,129.8,-,109,10-09-2025,1000,19.8,110,129.8,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000020,,Disposable - Straw - 08Mm,CT_26,DISPOSABLE PACKAGING - BEVERAGES - STRAW,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.63,-,0.63,5000,562.62,3125.66,3688.28,-,02-09-2025,5000,562.62,3125.663843,3688.28,-,109,10-09-2025,5000,562.62,3125.66,3688.28,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000021,,Disposable - Straw - 12Mm,CT_26,DISPOSABLE PACKAGING - BEVERAGES - STRAW,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.89,-,0.89,6300,1009.28,5607.09,6616.37,-,02-09-2025,6300,1009.28,5607.087854,6616.37,-,109,10-09-2025,6300,1009.28,5607.09,6616.37,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000032,,Disposable - Tissue Paper,CT_31,DISPOSABLE PACKAGING - TISSUE PAPER,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.39,-,0.39,30,2.11,11.7,13.81,-,02-09-2025,0,-,0,0,-,109,10-09-2025,0,-,0,0,Short Receiving,No,0,0,0,0,30,11.7,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000002,,Disposable - Wooden Fork,CT_19,DISPOSABLE CUTLERY - WOODEN FORK,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.65,-,0.65,1000,78,650,728,-,02-09-2025,1000,78,650,728,-,109,10-09-2025,1000,78,650,728,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000004,,Disposable - Wooden Spoon,CT_20,DISPOSABLE CUTLERY - WOODEN SPOON,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,0.65,-,0.65,1000,78,650,728,-,02-09-2025,1000,78,650,728,-,109,10-09-2025,1000,78,650,728,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000024,,Food Wrapping Paper - Ci,CT_28,DISPOSABLE PACKAGING - BUTTER WRAPPING SHEETS,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,1.1,-,1.1,1000,132,1100,1232,-,02-09-2025,1000,132,1100,1232,-,109,10-09-2025,1000,132,1100,1232,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000031,,Kitchen Roll 1 Kg,CT_30,DISPOSABLE PACKAGING - KITCHEN ROLL,-,DISPOSABLE TAKE AWAY PACKAGING,PCS..,115,-,115,12,248.4,1380,1628.4,-,02-09-2025,12,248.4,1380,1628.4,-,109,10-09-2025,12,248.4,1380,1628.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,PKG0000030,,Lid For 1000 Ml Container,CT_29,DISPOSABLE PACKAGING - FOOD - FOOD BOX,-,DISPOSABLE TAKE AWAY PACKAGING,PCS,2.75,-,2.75,700,346.5,1925,2271.5,-,02-09-2025,0,-,0,0,-,109,10-09-2025,0,-,0,0,Short Receiving,No,0,0,0,0,700,1925,Suspicious Resolved By Supplier
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000028,,Milkshake Powder - Chocolate,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,486,-,486,5,437.4,2430,2867.4,-,02-09-2025,5,437.4,2430,2867.4,-,109,10-09-2025,5,437.4,2430,2867.4,-,No,0,0,0,0,0,0,Received
Warehouse NCR,Coffee Island - Tribeca Pune,-,02-09-2025,06-09-2025,IN2,Received,RAW0000029,,Milkshake Powder - Strawberry,CT_48,RM BEVERAGES - POWDERS,-,RAW MATERIAL,KG,400,-,400,5,360,2000,2360,-,02-09-2025,5,360,2000,2360,-,109,10-09-2025,5,360,2000,2360,-,No,0,0,0,0,0,0,Received
